"Review date","Review URL","Author name","Author URL","Local Guide","Author reviews","Star rating","Review content","Review image","Review video"
"2025-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR4NjdEaVpnEAE!2m1!1s0x0","Moinul Islam","https://www.google.com/maps/contrib/106249623435405265208/reviews","false","3","1","They never pick up the phone or respond worst GP surgery staff .All they do is sit around and chat and leave patients waiting. They give half information told me to bring things like proof of ID when i got to the mission practice . Then said I need to fill up a form . After filling up they said they cant take it in and authorise it because photocopier has not been working for weeks and need to bring a photocopy to what a joke.","",""
"2025-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2psUldsbFZVMEZVUmtwVVowbHdWR1ZyVDI0eldYYxAB!2m1!1s0x0","イナヤ","https://www.google.com/maps/contrib/107551392117705298145/reviews","false","6","1","If it's not the GPs dismissing brown people for the same issues they've taken white people seriously for it's the receptionist not being able to read. I have booked several appointments requesting a specific GP, waited a month for the appointment each time and getting surprised with the wrong doctor each time. I've written notes, I've called, I've done all that I could to confirm one doctor but the reception team either don't care or need to get themselves checked.","",""
"2025-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pCU1FteEVTbE5tVVU5dE5EaG5RVUZyYVRVeVdtYxAB!2m1!1s0x0","Foizul Hoque","https://www.google.com/maps/contrib/118205511678229742191/reviews","false","1","5","I had a really positive experience at Mission Practice. PA Rahma Mohamed was excellent – she listened carefully, explained everything clearly, and carried out all the necessary checks very thoroughly. The tests were done quickly and efficiently, and I felt well looked after throughout the appointment. It’s reassuring to have such a kind and professional doctor. I would definitely recommend this practice to others.","",""
"2025-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25ob2QybE5VM0JITnpsVlNDMUVlR1kyWTNwZlZHYxAB!2m1!1s0x0","Yash Patel","https://www.google.com/maps/contrib/115218208547799789609/reviews","false","2","1","This has to be some kind of practical joke that they are playing with our tax money. I have been registered to this GP for a couple of years now, and since the day of my registration, I have not been able to see a GP once. I have been ill for the past week and wasn't able to work, I was instructed by a consultant on the phone (111) to pick up a medical certificate which i could later give to my employer. Today I went in to pick up my medical certificate and the receptionist said there is no such document available for me and very rudely told me to call 111 again and ""this time listen to what they actually say"".I have now changed my GP.","",""
"2025-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tSdVluQlhOVmxKU1ZZMk9WQXpSWFZvUTJ4T2JsRRAB!2m1!1s0x0","Karen Khan","https://www.google.com/maps/contrib/103711590742666628525/reviews","false","1","1","DISGUSTING SERVICE, RUDE AND USELESS RECEPTION STAFF. LINA AND ANISA HAVE ATTITUDE PROBLEMS AND ARE NEVER WILLING TO HELP. THEY GIVE OUT FALSE INFORMATION SO THEY CAN AVOID DOING ANY WORK. HORRIBLE SERVICE FROM THEM BOTH AND AS SOMEONE WHO HAS BEEN WITH A THE MISSION PRACTICE FOR SO MANY YEARS IVE BEVER RECEIVED THE TERRIBLE SERVICE THAT I HAVE BEEN RECEIVING RECENTLY. ALL RECEPTION STAFF ARE INCOMPETENT AND CANNOT ANSWER BASIC QUERIES. THE PHONE RINGS FOR HOURS AND NOT A SINGLE PERSON PICKS UP AND WHEN WE VISIT THE CLINIC THEYRE ALL SITTING HAVE A CHAT. MRS RUTH PLEASE RE TRAIN AND DEVELOP YOUR RECEPTION STAFF. IT WILL BE GOOD FOR THE BUSINESS OVERALL.","",""
"2025-09-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pKcE5HRXpWalZPWWxsRlpWQnJkVUpmV0RGS09VRRAB!2m1!1s0x0","Marwa","https://www.google.com/maps/contrib/117757790369792674329/reviews","false","6","5","I’ve been a patient at this practice since I’ve been a child. I couldn’t be more grateful for the care and support I’ve received from mission practice. They are always attentive, patient, and thorough, taking the time to listen and explain everything clearly. I never feel rushed during appointments, and I always leave feeling reassured and confident in the treatment plan. Their kindness and professionalism make a huge difference, and it’s clear they genuinely care about their patients’ wellbeing. I feel very fortunate to have such an excellent GP practice.","",""
"2025-09-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25SeWVsUnhlRmREVjBWa01YWlRTVWx0TTNnMFdIYxAB!2m1!1s0x0","Lee Mac","https://www.google.com/maps/contrib/116415261538870235788/reviews","true","125","1","I think they should re-name the practice ‘Mission Impossible ’ .I have been receiving Physiotherapy for a Back injury privately & only required a Medical Certificate to ensure I am correctly paid by my Employer. I applied for this under e-consult to limit my use of precious resources & was told this would take 11 days . If I do not supply a valid medical certificate to my employer with 3 days , I will not be paid. This will compound my recovery as I will be stressed about not having money, not being able to pay bills & possibly losing my job. When I explained this to the receptionist ‘Ann’ , she told me to complain to the Government. Based on my experience this place is awful!I’m lucky I didn’t have to wait for a Physiotherapist .","",""
"2025-09-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tGeVlsWlpkSGxmVjFKdU5qSnRNa2RZWVRVeGEyYxAB!2m1!1s0x0","Joseph Thew","https://www.google.com/maps/contrib/107834511459411689540/reviews","false","2","5","I’m not sure why this place gets such poor reviews. I submitted a GP request through their website at 9am, received a call back by midday, and had an appointment with a GP at 1pm. By 1:30pm I was finished and on my way. The front-of-house staff were fantastic—especially the lovely woman who happened to share the same birthday as me—and the GP I saw was knowledgeable and thorough. Overall, an excellent experience and great service.","",""
"2025-08-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT20xdVYxRkRWM2d5ZUZCdlpHdzJWMEZIUTFBd2JrRRAB!2m1!1s0x0","Shamema Begum","https://www.google.com/maps/contrib/112838813732224468541/reviews","false","1","1","Awful service I really disappointed the receptionist. They are very rude and unprofessional no care for their patients.","",""
"2025-08-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21WUFgyRkxlR0p2WlVNeVREbE9XV0UzWldKb05tYxAB!2m1!1s0x0","Alexandra keating","https://www.google.com/maps/contrib/103035380682125624213/reviews","false","3","1","You can never get through on the phone, you cannot book an appointment unless you call at 8am and then you get cut off!!! the staff are unhelpful after many attempts I still can't get the authenticator to except im not an imposter! I've got no medication and they couldn't care less","",""
"2025-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tsbk4wMVNSelZ6YXpWT2FtOUpXa0ZsVlY5eWVIYxAB!2m1!1s0x0","Hooman Tavakoli","https://www.google.com/maps/contrib/103074423934897346727/reviews","false","5","1","","",""
"2025-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VQSGZvSmJvcDVXOExBEAE!2m1!1s0x0","Andina Perez","https://www.google.com/maps/contrib/107634879237280899311/reviews","false","13","1","They are never available for appointment requests","",""
"2025-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VMNjRzSmJhODZLVDlnRRAB!2m1!1s0x0","Anika k","https://www.google.com/maps/contrib/116144065357853600604/reviews","false","2","1","The male receptionist i have just spoken to right now at 11:16am on 19.05.2025 was extremely rude im in utter shock with the service this is horrible. I waited on the phone que for so long about my repeated prescription not being notified to my allocated pharmacy just for him to completely dismiss my request and talk over me saying to come in to the clinic without letting me finish my sentence.i responded saying i had an appointment this week but the doctor cancelled so that isnt my fault and i need my prescription urgently. He then proceeded to say i have other people on the line to talk to and ended the call without letting me even speak. The conversation i had with him didnt even last a minute because he wanted to talk over me even though my request was urgent and needed to be dealt with immediately. Im extremely disappointed and can’t fathom how he can be this disrespectful to a patient with a serious concern.","",""
"2025-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTURvdE1fTU1BEAE!2m1!1s0x0","Steven Mogolofsky","https://www.google.com/maps/contrib/112282962631840383548/reviews","false","1","1","The doctors at this practice have always been amazing but since Covid the front of house staff are incompetent, unable to deal with simple tasks and if you have an urgent referral for your heart then it’s not considered urgent by them and they try to fob you off and ask you to fill out an e-consult form that isn’t working. Or try again tomorrow when we are speaking on the phone now! Totally disgusted by the repeated failings at this surgery, no point in complaining either as they don’t accept it or have no form of communication path to complain to.","",""
"2025-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNBdzViRElREAE!2m1!1s0x0","Mia","https://www.google.com/maps/contrib/100740681093017949327/reviews","false","7","1","I’ve had a frustrating experience with this practice. I’ve never felt that I could make an appointment unless my situation was extremely severe. Even when I did have appointments, I never felt seen or heard. One appointment went over an hour because the doctor was delayed, but when it was finally my turn, the doctor actually said, ‘we don’t have time for all that’ when I tried to voice my concerns. It’s incredibly frustrating how the e-consult system reaches full capacity, leaving no option for a phone appointment. Another time I called at 12 p.m, they asked to send in photos, and never heard back from them, till after closing hours!!? I get a phone call saying, judging from the photo it’s severe and that I should’ve come in, when no one contacted me to do so…. I went A&E turns out I had an infection/strep throat. This level of care is unacceptable.","",""
"2025-03-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUN3OVpDMjR3RRAB!2m1!1s0x0","Ayesha Khatun","https://www.google.com/maps/contrib/109957092174748413430/reviews","false","2","1","This GP doesn't deserve any stars, absolutely appalled by their service. Remained the first caller for almost an hour and still no response. So glad I moved to another practice, if it wasn't for the location and convenience I'd get my elderly mother and grandmother to move too. Ridiculous.","",""
"2025-03-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTURRdTZESG13RRAB!2m1!1s0x0","Sam Sebahtu","https://www.google.com/maps/contrib/105228900221647039999/reviews","false","3","1","Have been waiting for an hour and half while being caller No1 on line, just to get Blood Test Results.  Surely, if am caller No1 my call should have been answered by now.  This is atrocious, totally unbelievable and if I was to walk into the surgery, the phones will be not be that busy.  Wish I had a Twitter or social media just to put these receptionist to shame.  Sad times at the NHS.","",""
"2025-03-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTURROWRqWTZ3RRAB!2m1!1s0x0","alan Attibbi","https://www.google.com/maps/contrib/100875515448043870058/reviews","false","3","5","Some good doctors had been in this place dr webster dr nuns dr Rowell dr wellington now dr gibs the rest give a miss they don’t listen to you","",""
"2025-03-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTURncnRTMzBnRRAB!2m1!1s0x0","Khadija","https://www.google.com/maps/contrib/101286841830538760223/reviews","false","1","5","Thank you so much Dr Adisa for your thoughtful and most importantly thorough Consultation. Thank you for Stressing the importance of taking notes about consultations  and the medications I’ve used , I never realised how much I needed to hear that till you said so . I plan on implementing it from Right Now . Once again Thank you so much , have a great day 😊.","",""
"2025-02-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNnNWRlNDJBRRAB!2m1!1s0x0","Stacey Cox","https://www.google.com/maps/contrib/100633089154323795070/reviews","false","3","1","Impossible to get any kind of appointment everything closes not available  Don’t even bother wast of timeNo help availableEspecially if you work and can’t be waiting on phone online no help available can’t book to see anyone ( how can it be this bad )If I could put - stars I would have","",""
"2025-02-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTURBOTdxelV3EAE!2m1!1s0x0","tiziana giovanelli","https://www.google.com/maps/contrib/103514538370049047341/reviews","false","12","1","","",""
"2025-02-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTURBOFByX0F3EAE!2m1!1s0x0","JAIYANA ALI","https://www.google.com/maps/contrib/107230994683260695902/reviews","false","2","5","Excellent customer service from Mr Tahir (receptionist). Helped me with all my queries. Very polite and great customer support.Thank you so much.","",""
"2025-02-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNBdzhiV21nRRAB!2m1!1s0x0","Imogen McEvedy","https://www.google.com/maps/contrib/116725107613167263385/reviews","false","13","5","Having now understood how to ask for help online using eConsult at 8am weekdays (my NHS log-in helpful), I cannot rate highly enough the care given to myself and my family, particularly from Dr Hannah, nurse Keisha Walters and healthcare assistant Husna Khatun – our various needs always met with kind, helpful, efficient care, thank you.","",""
"2025-01-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNfbkxta1d3EAE!2m1!1s0x0","Akik Haroon Music","https://www.google.com/maps/contrib/113749285951884110115/reviews","true","54","1","THIS GP IS THE WORST IN THE WORLDTHE RECEPTION IS BAD & THE DOCTORS ARE NOT EVEN GOODFIND A PROFESSIONAL PLACE THIS ONE IS A JOKE THE DOCTOR WON'T LISTEN TO YOU AND WON'T BE ABLE TO PROPERLY DIAGNOSE YOU.","",""
"2024-12-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUR2dTdTY3hBRRAB!2m1!1s0x0","Sara Jannat","https://www.google.com/maps/contrib/114385903940818579746/reviews","false","2","1","The service is bad and they don't aswer the call  .kutta  khobis goru i wanna js  . Guyseeeeee dont register this gp  thats tooooooo much baddddddddddd","",""
"2024-11-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNYdHVtS2NnEAE!2m1!1s0x0","crossfire killer","https://www.google.com/maps/contrib/104369954551823143533/reviews","false","1","1","Cancelled appointment 40 mins to get through. 2 week wait for a telephone call to find out test results. Usless","",""
"2024-11-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURubzRUQTlRRRAB!2m1!1s0x0","Ashton Russell","https://www.google.com/maps/contrib/118408126753609288502/reviews","true","15","1","Something seriously needs to change with the way people book e-consultations and book GP appointments with this clinic. The Phone service is terrible.","",""
"2024-11-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR2LVBickhnEAE!2m1!1s0x0","Shahin Khan","https://www.google.com/maps/contrib/112628626195218680448/reviews","false","4","5","I've been coming here since 2017. The service for me has always been very good. My health workers have supported me in my treatments. Without their support I wouldn't be where I am today. My doctors always listen to my concern and always do something about it. Fantastic.","",""
"2024-11-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUN2X3Y3S1pREAE!2m1!1s0x0","Shahin miah","https://www.google.com/maps/contrib/104031854785938883670/reviews","false","2","1","They got very bad reception service. You have to wait four hours to answer the call and they’re not doing nothing they’re sitting and eating and joking about. We need to improve our doctor’s surgery.","",""
"2024-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURuamVuN3BnRRAB!2m1!1s0x0","Ashra Naways","https://www.google.com/maps/contrib/104778208819551047276/reviews","false","2","1","Service is extremely poor.We have to wait over an hour to request a prescription. We cannot schedule an appointment when we need one unless we call at 8 a.m. sharp. In most cases, the calls go unanswered and when they are received, the receptionist will advise the caller to call back tomorrow at 8 a.m. Horrible service and very negligent towards their patients.","",""
"2024-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURuLWRldDd3RRAB!2m1!1s0x0","Gary Towers","https://www.google.com/maps/contrib/101130056776615975746/reviews","false","4","5","I have received excellent care at the Mission Practice.Yes, the booking procedure can be difficult if you don’t have flexibility - but it has also meant I have been able to meet a doctor more quickly than with the old ‘reserve in advance’ system.The receptionists are efficient and helpful in a busy and stressful environment. But most importantly, all the GPs I have dealt with have been very knowledgable and professional. They listen, they explain, and when they say they will call back - they do. In short, they care about their patients.","",""
"2024-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURIdzVYX2ZBEAE!2m1!1s0x0","Ruhul Alam","https://www.google.com/maps/contrib/116478162305634856945/reviews","false","10","1","Worse receptions service, the management needs to improve, look at the reviews and feedback 1.9star","",""
"2024-10-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURIMWVpeE9REAE!2m1!1s0x0","R","https://www.google.com/maps/contrib/114584429089919737519/reviews","false","6","1","It is sad to be in hold for a few weeks just to get an appointment or for a just a quick call to the customer service. Not recommended.","",""
"2024-09-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURIb2I2Mnh3RRAB!2m1!1s0x0","Adytho Das","https://www.google.com/maps/contrib/105022827746383170430/reviews","false","4","1","Very bed service","",""
"2024-09-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNIbHNhbnNBRRAB!2m1!1s0x0","Luminous","https://www.google.com/maps/contrib/111669644823134638774/reviews","false","7","1","Honestly this place is better off closing down. I get a quicker response time out of a wall.","",""
"2024-09-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURDek1PN0RnEAE!2m1!1s0x0","Anon Nymous","https://www.google.com/maps/contrib/109079679633477426741/reviews","true","20","1","Most of the doctors here are fine but it's almost impossible to get an appointment. The phone rings out for an eternity so that in the end you just give up. I have a chronic illness so need to have reasonably easy access to healthcare and the Mission Practice is unable to provide that. Very frustrating.EDIT: They now have system whereby when you call up, if you don't want to wait on hold, you can press '1' and they will  you back when it's your turn.  Sounds like an improvement in theory but, after a couple of hours, I received a text message saying they had tried to contact me and there was no answer. Completely  untrue as my phone was next to me the whole time and I know for a fact it hadn't rung.I then had to ring back and wait on hold, until I eventually got to speak to the reception. I explained that their new call-back system wasn't working properly and the person I spoke to didn't even acknowledge it, so I had to ask if they'd heard me.This practice may not be good at much but they excel in consistently winding their patients up.","",""
"2024-09-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ3a04yR0h3EAE!2m1!1s0x0","yasmin umamma","https://www.google.com/maps/contrib/107455325707526717867/reviews","false","4","1","The worst gp surgery I have ever come accross !!Been trying to get an appointment for an old grandparent for the past 1 week keep telling me to call 8am and then there’s nothing available you can never get an appointment at this place they are so unprofessional so rude and don’t care at all and people at the reception they’re eating and chatting away phone is ringing they don’t even care. WORST GP SURGERY EVER !!","",""
"2024-08-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNUcDVpNUZREAE!2m1!1s0x0","abdul Hye","https://www.google.com/maps/contrib/100155310390454379659/reviews","true","127","1","I seldom need to visit the GP, but my experiences over the past 15 years have consistently been disappointing. I had composed an extensive message detailing the subpar service provided, but I questioned the purpose of sending it. The last straw came when I attempted to update my address using their form, which contained several errors, including the omission of the letter ‘a’ in ‘address.’ It appears this form has been in use since 2015. Consequently, I have decided to register with a different GP.05/08/24Update on changing GPs. Best decision. I won’t name it because I don't want people joining them. I’ve never set foot inside because I don’t need to. I can do everything on the app or over the phone. I wish I’d changed earlier.","https://lh3.googleusercontent.com/geougc-cs/AMBA38tuu-kI7kXWreCK1SDTVx3obgvACiHH4aeZR540zHM8USGBv_tW_AIuB-sxYp76Qjqb1NsqYqTkw6C7rfAs1t5wu-87Zxu9KQV_OY50F1ALlHQ0E5-dejJuyzMzgmcIv-AQyKyKpA=s125-p-k-rw",""
"2024-08-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNReThEZ0l3EAE!2m1!1s0x0","Jonathan Curran","https://www.google.com/maps/contrib/118140143574384992937/reviews","true","30","1","Complete jokers.Call up for an appointment on Monday,  told that I'll get a call on Wednesday to confirm a ""Hub"" appointment for that day. They call on Wednesday to say ""woops all the hub appointments are booked, how about Saturday?""Also was offered my 40 year old checkup 2 years late and was given one day option 1 month away. Avoid if you ever want to see a doctor.","",""
"2024-08-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNia1BqUWpnRRAB!2m1!1s0x0","Fly.Creative “Fly.Creative”","https://www.google.com/maps/contrib/108559631187562306615/reviews","true","136","1","Receptionist assistant Mr zaeed seems to be giving misinformation every time theres a general inquiry with his incompetent advices and constant misinformation on any given matter. I'm surprised that despite he's lack of care and attention to his job he's still employed by the surgery. He's not competent for a receptionist duty, lacks basic knowledge and customer services is poor.Just to note the remaining receptionist staff members I found them to be really helpful and professional. Shame I can't say that for Mr Zaeed.Dates times and misinformation details are being logged and will be forwarded to the Clinical commission as to how he's incompetence could lead to patients being at risk or generally just being lied to and misguided by non other than Mr zaeed.","",""
